E (TeV) 	 Effective
        	 Area (m^2)
------- 	------------------
0.0210		 1.42e+00
0.0319		 6.08e+01
0.0485		 7.45e+02
0.0737		 4.65e+03
0.112		 1.63e+04
0.170		 3.04e+04
0.259		 4.78e+04
0.393		 6.41e+04
0.598		 8.41e+04
0.908		 1.07e+05
1.380		 1.29e+05
2.098		 1.49e+05
3.189		 1.60e+05
4.847		 1.78e+05
7.367		 1.86e+05
11.197		 1.77e+05
17.02		 1.81e+05
25.87		 1.73e+05
